t,outcome,"Static(0.5)_belief","Static(0.5)_brier","Static(0.5)_log","Bayes(1,1)_belief","Bayes(1,1)_brier","Bayes(1,1)_log","MLE_belief","MLE_brier","MLE_log"
548,1,0.5,0.75,-0.693147,0.518182,0.767851,-0.657429,0.518248,0.767915,-0.657301
549,0,0.5,0.75,-0.693147,0.519056,0.730581,-0.732005,0.519126,0.730509,-0.732149
550,1,0.5,0.75,-0.693147,0.518116,0.767788,-0.657556,0.518182,0.767851,-0.657429
551,0,0.5,0.75,-0.693147,0.518987,0.730652,-0.731862,0.519056,0.730581,-0.732005
552,0,0.5,0.75,-0.693147,0.518051,0.731624,-0.729916,0.518116,0.731556,-0.730052
553,1,0.5,0.75,-0.693147,0.517117,0.766824,-0.659486,0.517179,0.766884,-0.659366
554,0,0.5,0.75,-0.693147,0.517986,0.731691,-0.729781,0.518051,0.731624,-0.729916
555,0,0.5,0.75,-0.693147,0.517056,0.732653,-0.727854,0.517117,0.73259,-0.727981
556,1,0.5,0.75,-0.693147,0.516129,0.765869,-0.661398,0.516187,0.765925,-0.661286
557,1,0.5,0.75,-0.693147,0.516995,0.766706,-0.659723,0.517056,0.766765,-0.659605
558,0,0.5,0.75,-0.693147,0.517857,0.731824,-0.729515,0.517921,0.731758,-0.729648
559,0,0.5,0.75,-0.693147,0.516934,0.732779,-0.727602,0.516995,0.732717,-0.727728
560,0,0.5,0.75,-0.693147,0.516014,0.733729,-0.7257,0.516071,0.73367,-0.725818
561,0,0.5,0.75,-0.693147,0.515098,0.734674,-0.723808,0.515152,0.734619,-0.723919
562,0,0.5,0.75,-0.693147,0.514184,0.735614,-0.721926,0.514235,0.735562,-0.72203
563,0,0.5,0.75,-0.693147,0.513274,0.736549,-0.720055,0.513321,0.736501,-0.720152
564,0,0.5,0.75,-0.693147,0.512367,0.73748,-0.718193,0.512411,0.737435,-0.718283
565,0,0.5,0.75,-0.693147,0.511464,0.738405,-0.716342,0.511504,0.738363,-0.716425
566,0,0.5,0.75,-0.693147,0.510563,0.739325,-0.7145,0.510601,0.739287,-0.714577
567,1,0.5,0.75,-0.693147,0.509666,0.759573,-0.674,0.5097,0.759606,-0.673933
568,0,0.5,0.75,-0.693147,0.510526,0.739363,-0.714425,0.510563,0.739325,-0.7145
569,0,0.5,0.75,-0.693147,0.509632,0.740275,-0.7126,0.509666,0.74024,-0.712669
570,1,0.5,0.75,-0.693147,0.508741,0.758665,-0.675816,0.508772,0.758695,-0.675755
571,0,0.5,0.75,-0.693147,0.509599,0.740309,-0.712531,0.509632,0.740275,-0.7126
572,1,0.5,0.75,-0.693147,0.508711,0.758635,-0.675876,0.508741,0.758665,-0.675816
573,0,0.5,0.75,-0.693147,0.509565,0.740343,-0.712463,0.509599,0.740309,-0.712531
574,0,0.5,0.75,-0.693147,0.508681,0.741244,-0.710661,0.508711,0.741213,-0.710722
575,0,0.5,0.75,-0.693147,0.507799,0.74214,-0.708868,0.507826,0.742113,-0.708923
576,1,0.5,0.75,-0.693147,0.50692,0.756873,-0.679401,0.506944,0.756896,-0.679354
577,0,0.5,0.75,-0.693147,0.507772,0.742168,-0.708813,0.507799,0.74214,-0.708868
578,0,0.5,0.75,-0.693147,0.506897,0.743056,-0.707036,0.50692,0.743032,-0.707085
579,1,0.5,0.75,-0.693147,0.506024,0.755988,-0.681171,0.506045,0.756008,-0.68113
580,1,0.5,0.75,-0.693147,0.506873,0.756826,-0.679495,0.506897,0.756849,-0.679448
581,0,0.5,0.75,-0.693147,0.507719,0.742222,-0.708705,0.507745,0.742195,-0.708759
582,1,0.5,0.75,-0.693147,0.506849,0.756802,-0.679542,0.506873,0.756826,-0.679495
583,1,0.5,0.75,-0.693147,0.507692,0.757633,-0.67788,0.507719,0.757659,-0.677828
584,0,0.5,0.75,-0.693147,0.508532,0.741395,-0.710359,0.508562,0.741365,-0.710419
585,1,0.5,0.75,-0.693147,0.507666,0.757607,-0.677931,0.507692,0.757633,-0.67788
586,0,0.5,0.75,-0.693147,0.508503,0.741424,-0.7103,0.508532,0.741395,-0.710359
587,1,0.5,0.75,-0.693147,0.50764,0.757582,-0.677983,0.507666,0.757607,-0.677931
588,0,0.5,0.75,-0.693147,0.508475,0.741454,-0.710242,0.508503,0.741424,-0.7103
589,1,0.5,0.75,-0.693147,0.507614,0.757556,-0.678034,0.50764,0.757582,-0.677983
590,0,0.5,0.75,-0.693147,0.508446,0.741483,-0.710183,0.508475,0.741454,-0.710242
591,1,0.5,0.75,-0.693147,0.507589,0.757531,-0.678084,0.507614,0.757556,-0.678034
592,0,0.5,0.75,-0.693147,0.508418,0.741512,-0.710126,0.508446,0.741483,-0.710183
593,1,0.5,0.75,-0.693147,0.507563,0.757506,-0.678134,0.507589,0.757531,-0.678084
594,0,0.5,0.75,-0.693147,0.508389,0.74154,-0.710068,0.508418,0.741512,-0.710126
595,0,0.5,0.75,-0.693147,0.507538,0.742405,-0.708337,0.507563,0.74238,-0.708389
596,0,0.5,0.75,-0.693147,0.506689,0.743266,-0.706615,0.506711,0.743244,-0.706661
597,0,0.5,0.75,-0.693147,0.505843,0.744123,-0.704902,0.505863,0.744103,-0.704942
598,1,0.5,0.75,-0.693147,0.505,0.754975,-0.683197,0.505017,0.754992,-0.683164
599,0,0.5,0.75,-0.693147,0.505824,0.744142,-0.704863,0.505843,0.744123,-0.704902
600,1,0.5,0.75,-0.693147,0.504983,0.754959,-0.68323,0.505,0.754975,-0.683197
601,1,0.5,0.75,-0.693147,0.505804,0.755771,-0.681605,0.505824,0.75579,-0.681567
602,1,0.5,0.75,-0.693147,0.506623,0.756579,-0.679989,0.506645,0.7566,-0.679946
603,0,0.5,0.75,-0.693147,0.507438,0.742507,-0.708135,0.507463,0.742482,-0.708185
604,0,0.5,0.75,-0.693147,0.506601,0.743356,-0.706436,0.506623,0.743334,-0.706481
605,1,0.5,0.75,-0.693147,0.505766,0.755733,-0.681681,0.505785,0.755752,-0.681643
606,0,0.5,0.75,-0.693147,0.506579,0.743378,-0.706392,0.506601,0.743356,-0.706436
607,1,0.5,0.75,-0.693147,0.505747,0.755714,-0.681718,0.505766,0.755733,-0.681681
608,1,0.5,0.75,-0.693147,0.506557,0.756514,-0.680118,0.506579,0.756536,-0.680075
609,1,0.5,0.75,-0.693147,0.507365,0.757311,-0.678525,0.507389,0.757335,-0.678477
610,1,0.5,0.75,-0.693147,0.50817,0.758103,-0.676939,0.508197,0.75813,-0.676887
611,1,0.5,0.75,-0.693147,0.508972,0.758892,-0.675362,0.509002,0.758921,-0.675304
612,0,0.5,0.75,-0.693147,0.509772,0.740133,-0.712885,0.509804,0.7401,-0.71295
613,0,0.5,0.75,-0.693147,0.508943,0.740977,-0.711195,0.508972,0.740947,-0.711255
614,1,0.5,0.75,-0.693147,0.508117,0.758051,-0.677044,0.508143,0.758077,-0.676992
615,1,0.5,0.75,-0.693147,0.508914,0.758835,-0.675476,0.508943,0.758863,-0.675419
616,1,0.5,0.75,-0.693147,0.509709,0.759614,-0.673916,0.50974,0.759645,-0.673854
617,0,0.5,0.75,-0.693147,0.510501,0.739389,-0.714372,0.510535,0.739354,-0.714442
618,1,0.5,0.75,-0.693147,0.509677,0.759584,-0.673977,0.509709,0.759614,-0.673916
619,0,0.5,0.75,-0.693147,0.510467,0.739423,-0.714303,0.510501,0.739389,-0.714372
620,0,0.5,0.75,-0.693147,0.509646,0.740261,-0.712628,0.509677,0.740229,-0.712692
621,0,0.5,0.75,-0.693147,0.508828,0.741094,-0.710961,0.508857,0.741065,-0.711019
622,0,0.5,0.75,-0.693147,0.508013,0.741923,-0.709303,0.508039,0.741897,-0.709355
623,1,0.5,0.75,-0.693147,0.5072,0.757148,-0.67885,0.507223,0.757171,-0.678804
624,0,0.5,0.75,-0.693147,0.507987,0.741949,-0.709251,0.508013,0.741923,-0.709303
625,0,0.5,0.75,-0.693147,0.507177,0.742771,-0.707605,0.5072,0.742748,-0.707652
626,0,0.5,0.75,-0.693147,0.506369,0.74359,-0.705968,0.50639,0.743569,-0.706009
627,1,0.5,0.75,-0.693147,0.505564,0.755533,-0.68208,0.505582,0.755551,-0.682045
628,1,0.5,0.75,-0.693147,0.506349,0.756309,-0.680529,0.506369,0.756329,-0.680489
629,1,0.5,0.75,-0.693147,0.507132,0.757081,-0.678985,0.507154,0.757103,-0.67894
630,0,0.5,0.75,-0.693147,0.507911,0.742026,-0.709096,0.507937,0.742001,-0.709148
631,0,0.5,0.75,-0.693147,0.507109,0.74284,-0.707467,0.507132,0.742818,-0.707513
632,0,0.5,0.75,-0.693147,0.506309,0.743651,-0.705846,0.506329,0.743631,-0.705886
633,1,0.5,0.75,-0.693147,0.505512,0.755481,-0.682184,0.505529,0.755499,-0.682149
634,0,0.5,0.75,-0.693147,0.506289,0.743671,-0.705806,0.506309,0.743651,-0.705846
635,1,0.5,0.75,-0.693147,0.505495,0.755464,-0.682218,0.505512,0.755481,-0.682184
636,1,0.5,0.75,-0.693147,0.50627,0.75623,-0.680686,0.506289,0.75625,-0.680647
637,1,0.5,0.75,-0.693147,0.507042,0.756993,-0.679161,0.507064,0.757014,-0.679117
638,0,0.5,0.75,-0.693147,0.507812,0.742126,-0.708896,0.507837,0.742102,-0.708945
639,1,0.5,0.75,-0.693147,0.50702,0.756971,-0.679204,0.507042,0.756993,-0.679161
640,0,0.5,0.75,-0.693147,0.507788,0.742151,-0.708846,0.507812,0.742126,-0.708896
641,0,0.5,0.75,-0.693147,0.506998,0.742953,-0.707243,0.50702,0.74293,-0.707287
642,1,0.5,0.75,-0.693147,0.506211,0.756173,-0.680801,0.506231,0.756192,-0.680763
643,0,0.5,0.75,-0.693147,0.506977,0.742975,-0.707199,0.506998,0.742953,-0.707243
644,1,0.5,0.75,-0.693147,0.506192,0.756154,-0.680839,0.506211,0.756173,-0.680801
645,1,0.5,0.75,-0.693147,0.506955,0.756907,-0.679333,0.506977,0.756928,-0.67929
646,1,0.5,0.75,-0.693147,0.507716,0.757657,-0.677833,0.50774,0.75768,-0.677786
647,1,0.5,0.75,-0.693147,0.508475,0.758403,-0.67634,0.508501,0.758429,-0.676289
648,0,0.5,0.75,-0.693147,0.509231,0.740684,-0.711781,0.509259,0.740655,-0.711839
649,1,0.5,0.75,-0.693147,0.508449,0.758377,-0.676391,0.508475,0.758403,-0.67634
650,0,0.5,0.75,-0.693147,0.509202,0.740713,-0.711724,0.509231,0.740684,-0.711781
651,0,0.5,0.75,-0.693147,0.508423,0.741506,-0.710136,0.508449,0.74148,-0.710189
652,0,0.5,0.75,-0.693147,0.507645,0.742296,-0.708556,0.507669,0.742272,-0.708603
653,0,0.5,0.75,-0.693147,0.50687,0.743083,-0.706983,0.506891,0.743061,-0.707026
654,0,0.5,0.75,-0.693147,0.506098,0.743865,-0.705417,0.506116,0.743846,-0.705455
655,1,0.5,0.75,-0.693147,0.505327,0.755299,-0.682549,0.505344,0.755315,-0.682517
656,1,0.5,0.75,-0.693147,0.506079,0.756042,-0.681062,0.506098,0.75606,-0.681026
657,0,0.5,0.75,-0.693147,0.506829,0.743125,-0.706898,0.506849,0.743104,-0.706941
658,0,0.5,0.75,-0.693147,0.506061,0.743903,-0.705342,0.506079,0.743884,-0.70538
659,1,0.5,0.75,-0.693147,0.505295,0.755267,-0.682613,0.505311,0.755283,-0.682581
660,1,0.5,0.75,-0.693147,0.506042,0.756006,-0.681135,0.506061,0.756024,-0.681099
661,1,0.5,0.75,-0.693147,0.506787,0.756741,-0.679664,0.506808,0.756762,-0.679623
662,0,0.5,0.75,-0.693147,0.50753,0.742413,-0.708322,0.507553,0.74239,-0.708368
663,1,0.5,0.75,-0.693147,0.506767,0.756721,-0.679704,0.506787,0.756741,-0.679664
664,1,0.5,0.75,-0.693147,0.507508,0.757451,-0.678244,0.50753,0.757473,-0.678199
665,1,0.5,0.75,-0.693147,0.508246,0.758178,-0.67679,0.508271,0.758202,-0.676741
666,1,0.5,0.75,-0.693147,0.508982,0.758901,-0.675343,0.509009,0.758928,-0.67529
667,0,0.5,0.75,-0.693147,0.509716,0.74019,-0.71277,0.509745,0.74016,-0.71283
668,1,0.5,0.75,-0.693147,0.508955,0.758875,-0.675395,0.508982,0.758901,-0.675343
669,0,0.5,0.75,-0.693147,0.509687,0.740219,-0.712711,0.509716,0.74019,-0.71277
670,1,0.5,0.75,-0.693147,0.508929,0.758849,-0.675448,0.508955,0.758875,-0.675395
671,0,0.5,0.75,-0.693147,0.509658,0.740248,-0.712653,0.509687,0.740219,-0.712711
672,1,0.5,0.75,-0.693147,0.508902,0.758823,-0.6755,0.508929,0.758849,-0.675448
673,1,0.5,0.75,-0.693147,0.50963,0.759537,-0.674071,0.509658,0.759565,-0.674015
674,0,0.5,0.75,-0.693147,0.510355,0.739538,-0.714075,0.510386,0.739506,-0.714137
675,0,0.5,0.75,-0.693147,0.509601,0.740307,-0.712536,0.50963,0.740278,-0.712594
676,0,0.5,0.75,-0.693147,0.50885,0.741072,-0.711005,0.508876,0.741045,-0.711058
677,0,0.5,0.75,-0.693147,0.5081,0.741834,-0.70948,0.508124,0.74181,-0.709529
678,0,0.5,0.75,-0.693147,0.507353,0.742593,-0.707962,0.507375,0.742571,-0.708006
679,1,0.5,0.75,-0.693147,0.506608,0.756564,-0.680018,0.506627,0.756583,-0.679979
680,0,0.5,0.75,-0.693147,0.507331,0.742615,-0.707918,0.507353,0.742593,-0.707962
681,1,0.5,0.75,-0.693147,0.506589,0.756545,-0.680056,0.506608,0.756564,-0.680018
682,0,0.5,0.75,-0.693147,0.50731,0.742637,-0.707875,0.507331,0.742615,-0.707918
683,0,0.5,0.75,-0.693147,0.506569,0.743388,-0.706373,0.506589,0.743368,-0.706412
684,0,0.5,0.75,-0.693147,0.505831,0.744135,-0.704878,0.505848,0.744118,-0.704912
685,0,0.5,0.75,-0.693147,0.505095,0.744879,-0.703389,0.505109,0.744864,-0.703419
686,1,0.5,0.75,-0.693147,0.50436,0.754341,-0.684464,0.504373,0.754354,-0.684439
687,0,0.5,0.75,-0.693147,0.50508,0.744894,-0.703359,0.505095,0.744879,-0.703389
688,1,0.5,0.75,-0.693147,0.504348,0.754329,-0.684489,0.50436,0.754341,-0.684464
689,0,0.5,0.75,-0.693147,0.505065,0.744909,-0.703329,0.50508,0.744894,-0.703359
690,0,0.5,0.75,-0.693147,0.504335,0.745646,-0.701856,0.504348,0.745633,-0.701881
691,1,0.5,0.75,-0.693147,0.503608,0.753594,-0.685958,0.503618,0.753605,-0.685937
692,0,0.5,0.75,-0.693147,0.504323,0.745659,-0.70183,0.504335,0.745646,-0.701856
693,0,0.5,0.75,-0.693147,0.503597,0.74639,-0.700367,0.503608,0.746379,-0.700388
694,0,0.5,0.75,-0.693147,0.502874,0.747118,-0.698911,0.502882,0.74711,-0.698928
695,0,0.5,0.75,-0.693147,0.502152,0.747843,-0.697461,0.502158,0.747837,-0.697473
696,1,0.5,0.75,-0.693147,0.501433,0.751431,-0.690286,0.501437,0.751435,-0.690278
697,0,0.5,0.75,-0.693147,0.502146,0.747849,-0.697448,0.502152,0.747843,-0.697461
698,0,0.5,0.75,-0.693147,0.501429,0.748569,-0.696008,0.501433,0.748565,-0.696017
699,1,0.5,0.75,-0.693147,0.500713,0.750713,-0.691722,0.500715,0.750715,-0.691718
700,0,0.5,0.75,-0.693147,0.501425,0.748573,-0.696,0.501429,0.748569,-0.696008
701,1,0.5,0.75,-0.693147,0.500711,0.750711,-0.691726,0.500713,0.750713,-0.691722
702,1,0.5,0.75,-0.693147,0.50142,0.751418,-0.69031,0.501425,0.751422,-0.690302
703,0,0.5,0.75,-0.693147,0.502128,0.747868,-0.697412,0.502134,0.747862,-0.697424
704,0,0.5,0.75,-0.693147,0.501416,0.748582,-0.695984,0.50142,0.748578,-0.695992
705,1,0.5,0.75,-0.693147,0.500707,0.750707,-0.691734,0.500709,0.750709,-0.69173
706,0,0.5,0.75,-0.693147,0.501412,0.748586,-0.695976,0.501416,0.748582,-0.695984
707,1,0.5,0.75,-0.693147,0.500705,0.750705,-0.691738,0.500707,0.750707,-0.691734
708,1,0.5,0.75,-0.693147,0.501408,0.751406,-0.690334,0.501412,0.75141,-0.690326
709,1,0.5,0.75,-0.693147,0.50211,0.752105,-0.688937,0.502116,0.752111,-0.688925
710,1,0.5,0.75,-0.693147,0.502809,0.752801,-0.687545,0.502817,0.752809,-0.687529
711,1,0.5,0.75,-0.693147,0.503506,0.753494,-0.686159,0.503516,0.753504,-0.686139
712,0,0.5,0.75,-0.693147,0.504202,0.745781,-0.701586,0.504213,0.745769,-0.70161
713,0,0.5,0.75,-0.693147,0.503497,0.746491,-0.700165,0.503506,0.746481,-0.700185
714,1,0.5,0.75,-0.693147,0.502793,0.752785,-0.687576,0.502801,0.752793,-0.687561
715,0,0.5,0.75,-0.693147,0.503487,0.746501,-0.700145,0.503497,0.746491,-0.700165
716,0,0.5,0.75,-0.693147,0.502786,0.747207,-0.698734,0.502793,0.747199,-0.698749
717,1,0.5,0.75,-0.693147,0.502086,0.752082,-0.688983,0.502092,0.752088,-0.688972
718,0,0.5,0.75,-0.693147,0.502778,0.747215,-0.698718,0.502786,0.747207,-0.698734
719,0,0.5,0.75,-0.693147,0.50208,0.747915,-0.697317,0.502086,0.747909,-0.697328
720,1,0.5,0.75,-0.693147,0.501385,0.751383,-0.690381,0.501389,0.751387,-0.690373
721,1,0.5,0.75,-0.693147,0.502075,0.75207,-0.689006,0.50208,0.752076,-0.688995
722,0,0.5,0.75,-0.693147,0.502762,0.74723,-0.698687,0.50277,0.747222,-0.698703
723,0,0.5,0.75,-0.693147,0.502069,0.747927,-0.697294,0.502075,0.747921,-0.697305
724,1,0.5,0.75,-0.693147,0.501377,0.751376,-0.690396,0.501381,0.751379,-0.690389
725,0,0.5,0.75,-0.693147,0.502063,0.747932,-0.697282,0.502069,0.747927,-0.697294
726,0,0.5,0.75,-0.693147,0.501374,0.748624,-0.695898,0.501377,0.748621,-0.695906
727,0,0.5,0.75,-0.693147,0.500686,0.749314,-0.69452,0.500688,0.749312,-0.694524
728,0,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
729,0,0.5,0.75,-0.693147,0.499316,0.750684,-0.69178,0.499314,0.750685,-0.691776
730,1,0.5,0.75,-0.693147,0.498634,0.748632,-0.695883,0.49863,0.748628,-0.695891
731,1,0.5,0.75,-0.693147,0.499318,0.749317,-0.694512,0.499316,0.749316,-0.694516
732,0,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
733,0,0.5,0.75,-0.693147,0.49932,0.75068,-0.691788,0.499318,0.750682,-0.691784
734,1,0.5,0.75,-0.693147,0.498641,0.748639,-0.695868,0.498638,0.748636,-0.695876
735,0,0.5,0.75,-0.693147,0.499322,0.750678,-0.691791,0.49932,0.75068,-0.691788
736,0,0.5,0.75,-0.693147,0.498645,0.751353,-0.690441,0.498641,0.751357,-0.690433
737,1,0.5,0.75,-0.693147,0.49797,0.747966,-0.697215,0.497965,0.747961,-0.697226
738,0,0.5,0.75,-0.693147,0.498649,0.75135,-0.690448,0.498645,0.751353,-0.690441
739,0,0.5,0.75,-0.693147,0.497976,0.75202,-0.689107,0.49797,0.752026,-0.689096
740,0,0.5,0.75,-0.693147,0.497305,0.752688,-0.687771,0.497297,0.752695,-0.687756
741,0,0.5,0.75,-0.693147,0.496635,0.753353,-0.68644,0.496626,0.753362,-0.686422
742,1,0.5,0.75,-0.693147,0.495968,0.745951,-0.701244,0.495957,0.745941,-0.701266
743,0,0.5,0.75,-0.693147,0.496644,0.753344,-0.686458,0.496635,0.753353,-0.68644
744,1,0.5,0.75,-0.693147,0.495979,0.745962,-0.701223,0.495968,0.745951,-0.701244
745,1,0.5,0.75,-0.693147,0.496653,0.746642,-0.699863,0.496644,0.746633,-0.699881
746,0,0.5,0.75,-0.693147,0.497326,0.752667,-0.687814,0.497319,0.752674,-0.6878
747,1,0.5,0.75,-0.693147,0.496662,0.746651,-0.699845,0.496653,0.746642,-0.699863
748,1,0.5,0.75,-0.693147,0.497333,0.747326,-0.698495,0.497326,0.747319,-0.698509
749,0,0.5,0.75,-0.693147,0.498003,0.751993,-0.68916,0.497997,0.751999,-0.68915
750,1,0.5,0.75,-0.693147,0.49734,0.747333,-0.698481,0.497333,0.747326,-0.698495
751,1,0.5,0.75,-0.693147,0.498008,0.748004,-0.697139,0.498003,0.747999,-0.69715
752,0,0.5,0.75,-0.693147,0.498674,0.751325,-0.690498,0.49867,0.751328,-0.690491
753,0,0.5,0.75,-0.693147,0.498013,0.751983,-0.689182,0.498008,0.751988,-0.689171
754,1,0.5,0.75,-0.693147,0.497354,0.747347,-0.698452,0.497347,0.74734,-0.698466
755,0,0.5,0.75,-0.693147,0.498018,0.751978,-0.689192,0.498013,0.751983,-0.689182
756,1,0.5,0.75,-0.693147,0.497361,0.747355,-0.698438,0.497354,0.747347,-0.698452
757,0,0.5,0.75,-0.693147,0.498024,0.751972,-0.689202,0.498018,0.751978,-0.689192
758,0,0.5,0.75,-0.693147,0.497368,0.752625,-0.687898,0.497361,0.752632,-0.687884
759,0,0.5,0.75,-0.693147,0.496715,0.753274,-0.686598,0.496706,0.753283,-0.686581
760,0,0.5,0.75,-0.693147,0.496063,0.753922,-0.685304,0.496053,0.753932,-0.685283
761,0,0.5,0.75,-0.693147,0.495413,0.754566,-0.684015,0.495401,0.754578,-0.683991
762,0,0.5,0.75,-0.693147,0.494764,0.755208,-0.68273,0.494751,0.755222,-0.682703
763,1,0.5,0.75,-0.693147,0.494118,0.744083,-0.704982,0.494102,0.744067,-0.705013
764,1,0.5,0.75,-0.693147,0.494778,0.744751,-0.703646,0.494764,0.744737,-0.703674
765,0,0.5,0.75,-0.693147,0.495437,0.754542,-0.684062,0.495425,0.754554,-0.684038
766,1,0.5,0.75,-0.693147,0.494792,0.744765,-0.703618,0.494778,0.744751,-0.703646
767,0,0.5,0.75,-0.693147,0.495449,0.754531,-0.684086,0.495437,0.754542,-0.684062
768,1,0.5,0.75,-0.693147,0.494805,0.744778,-0.703591,0.494792,0.744765,-0.703618
769,0,0.5,0.75,-0.693147,0.49546,0.754519,-0.684109,0.495449,0.754531,-0.684086
770,1,0.5,0.75,-0.693147,0.494819,0.744792,-0.703564,0.494805,0.744778,-0.703591
771,1,0.5,0.75,-0.693147,0.495472,0.745452,-0.702244,0.49546,0.74544,-0.702268
772,0,0.5,0.75,-0.693147,0.496124,0.753861,-0.685425,0.496114,0.753871,-0.685405
773,0,0.5,0.75,-0.693147,0.495484,0.754496,-0.684155,0.495472,0.754507,-0.684132
774,0,0.5,0.75,-0.693147,0.494845,0.755128,-0.682891,0.494832,0.755141,-0.682864
775,1,0.5,0.75,-0.693147,0.494208,0.744175,-0.704798,0.494194,0.74416,-0.704828
776,1,0.5,0.75,-0.693147,0.494859,0.744832,-0.703483,0.494845,0.744819,-0.70351
777,0,0.5,0.75,-0.693147,0.495507,0.754473,-0.684201,0.495495,0.754484,-0.684179
778,1,0.5,0.75,-0.693147,0.494872,0.744845,-0.703457,0.494859,0.744832,-0.703483
779,0,0.5,0.75,-0.693147,0.495519,0.754461,-0.684224,0.495507,0.754473,-0.684201
780,0,0.5,0.75,-0.693147,0.494885,0.755089,-0.682969,0.494872,0.755102,-0.682943
781,0,0.5,0.75,-0.693147,0.494253,0.755714,-0.681718,0.494238,0.755729,-0.681689
782,0,0.5,0.75,-0.693147,0.493622,0.756337,-0.680473,0.493606,0.756353,-0.680441
783,0,0.5,0.75,-0.693147,0.492994,0.756957,-0.679232,0.492976,0.756975,-0.679196
784,0,0.5,0.75,-0.693147,0.492366,0.757575,-0.677995,0.492347,0.757594,-0.677957
785,1,0.5,0.75,-0.693147,0.491741,0.741673,-0.709804,0.49172,0.741651,-0.709846
786,1,0.5,0.75,-0.693147,0.492386,0.742328,-0.708493,0.492366,0.742308,-0.708532
787,1,0.5,0.75,-0.693147,0.493029,0.742981,-0.707187,0.493011,0.742963,-0.707223
788,1,0.5,0.75,-0.693147,0.493671,0.743631,-0.705886,0.493655,0.743615,-0.705919
789,0,0.5,0.75,-0.693147,0.494311,0.755657,-0.681833,0.494297,0.755671,-0.681805
790,0,0.5,0.75,-0.693147,0.493687,0.756273,-0.6806,0.493671,0.756289,-0.680568
791,1,0.5,0.75,-0.693147,0.493064,0.743016,-0.707116,0.493047,0.742998,-0.707151
792,1,0.5,0.75,-0.693147,0.493703,0.743663,-0.705822,0.493687,0.743647,-0.705854
793,1,0.5,0.75,-0.693147,0.49434,0.744308,-0.704533,0.494325,0.744293,-0.704561
794,0,0.5,0.75,-0.693147,0.494975,0.755,-0.683147,0.494962,0.755012,-0.683122
795,0,0.5,0.75,-0.693147,0.494354,0.755614,-0.681918,0.49434,0.755628,-0.68189
796,1,0.5,0.75,-0.693147,0.493734,0.743695,-0.705758,0.493719,0.743679,-0.70579
797,0,0.5,0.75,-0.693147,0.494368,0.7556,-0.681946,0.494354,0.755614,-0.681918
798,0,0.5,0.75,-0.693147,0.49375,0.756211,-0.680725,0.493734,0.756226,-0.680694
799,1,0.5,0.75,-0.693147,0.493134,0.743086,-0.706975,0.493116,0.743069,-0.70701
800,0,0.5,0.75,-0.693147,0.493766,0.756196,-0.680755,0.49375,0.756211,-0.680725
801,0,0.5,0.75,-0.693147,0.493151,0.756802,-0.679542,0.493134,0.756819,-0.679508
802,1,0.5,0.75,-0.693147,0.492537,0.742482,-0.708185,0.492519,0.742463,-0.708223
803,1,0.5,0.75,-0.693147,0.493168,0.743121,-0.706906,0.493151,0.743104,-0.706941
804,1,0.5,0.75,-0.693147,0.493797,0.743758,-0.705632,0.493781,0.743742,-0.705663
805,1,0.5,0.75,-0.693147,0.494424,0.744393,-0.704362,0.49441,0.744379,-0.70439
806,0,0.5,0.75,-0.693147,0.49505,0.754926,-0.683295,0.495037,0.754938,-0.683271
807,0,0.5,0.75,-0.693147,0.494438,0.755531,-0.682084,0.494424,0.755545,-0.682056
808,1,0.5,0.75,-0.693147,0.493827,0.743789,-0.70557,0.493812,0.743774,-0.705601
809,1,0.5,0.75,-0.693147,0.494451,0.744421,-0.704307,0.494438,0.744407,-0.704334
810,1,0.5,0.75,-0.693147,0.495074,0.74505,-0.703048,0.495062,0.745037,-0.703073
811,1,0.5,0.75,-0.693147,0.495695,0.745676,-0.701795,0.495684,0.745666,-0.701816
812,0,0.5,0.75,-0.693147,0.496314,0.753672,-0.685803,0.496305,0.753681,-0.685785
813,1,0.5,0.75,-0.693147,0.495706,0.745687,-0.701773,0.495695,0.745676,-0.701795
814,1,0.5,0.75,-0.693147,0.496324,0.74631,-0.700527,0.496314,0.746301,-0.700545
815,1,0.5,0.75,-0.693147,0.49694,0.746931,-0.699286,0.496933,0.746923,-0.699301
816,0,0.5,0.75,-0.693147,0.497555,0.752439,-0.688269,0.497549,0.752445,-0.688257
817,1,0.5,0.75,-0.693147,0.496947,0.746938,-0.699271,0.49694,0.746931,-0.699286
818,0,0.5,0.75,-0.693147,0.497561,0.752433,-0.688281,0.497555,0.752439,-0.688269
819,1,0.5,0.75,-0.693147,0.496955,0.746946,-0.699256,0.496947,0.746938,-0.699271
820,0,0.5,0.75,-0.693147,0.497567,0.752427,-0.688293,0.497561,0.752433,-0.688281
821,0,0.5,0.75,-0.693147,0.496962,0.753028,-0.68709,0.496955,0.753036,-0.687076
822,1,0.5,0.75,-0.693147,0.496359,0.746346,-0.700455,0.49635,0.746337,-0.700473
823,1,0.5,0.75,-0.693147,0.49697,0.746961,-0.699226,0.496962,0.746953,-0.699241
824,0,0.5,0.75,-0.693147,0.497579,0.752415,-0.688316,0.497573,0.752421,-0.688305
825,0,0.5,0.75,-0.693147,0.496977,0.753014,-0.687119,0.49697,0.753021,-0.687105
